Title,Content,Date,keywords
My friend Lionel died Friday,"Lionel Poilane was the world’s greatest baker. He was also an extraordinary personality, a visionary entrepreneur and a kind and thoughtful man.chez Poilâne
I was supposed to have lunch with him in a few weeks–and lunch with Lionel was always a treat.  Lionel embodied just about everything I’ve been writing about for the last few years. He was remarkable. His bread was standard fare at just about every two and three star restaurant in Paris–because it was different. He was roundly criticized at first (he refused to bake baguettes, for example) but the extraordinary qualities of his bread (and his sparkling personality) won over the critics. We don’t have enough gutsy entrepreneurs in the world, and now we’ve got one less.
On my first visit with him (I was the weird American tourist who refused to leave the shop without some raw dough I could turn into a sourdough starter back home) he invited me to breakfast, gave me a tour of the world’s largest collection of bread cookbooks and pumped me for internet advice. I think of him every time I put a piece of bread in my mouth or see a really stylish, cool new business idea…
I’ll miss Lionel.
Fast Company on Lionel Poilane","November 3, 2002","Lionel Poilane, baking, entrepreneur"
Someone way smarter than me…,"…will actually understand the articles atknovel.com. All I know is that there is some very  serious knowledge exchange going on at this site. (They specialize in helping scientists and engineers communicate technical ideas and access texts and databases.)
It’s stuff like this that’s really allowing the web to change more of the world than we ever thought it would.","December 19, 2002","knowledge exchange, technical communication, science and engineering"
Now that copyright is broken…,"…can a web organization fix it?
I’m not sure, but this presentation (narrated by the amazing Christopher Lydon) is certainly worth thinking about.“Creative Commons.”.
I happen to think the idea is extremely well presented (when was the last time you saw multimedia done this well? Probably the Kikkoman thing below…) and an interesting thought. What happens when we give authors the ability to grant certain permissions automatically? What happens when we make it easy to unleash the ideavirus without giving away all rights?
Let’s see what happens…","December 18, 2002","Copyright, Creative Commons, Permissions"
…And then it happens!,"One of the coolest things about the fast-moving world of the Net is that you can write about a new idea and then, a few months later, it’s a real thing.
Of course, they didn’t get the idea from me, but it’s nice to see it becoming real.
Today’s New York Times features profiles of two companiesA New Tack in Fighting Spamthat are fighting spam with a tactic I wrote about on June 19th:Stopping Spam
Now, if I could just figure out how to pick stocks.","December 9, 2002","spam, innovation, New York Times"
Lesson Learned in NYC,"So, I stumbled into a bookstore of a major chain yesterday. I couldn’t help myself… bought five books. As I finished checking out, the clerk said, “Can I have your email address for our newsletter?”
By reflex, I just said, “no.” Too much spam, not enough trust, no real need to read their newsletter. Then, of course, I got curious. “Do many people say no?” I asked…
“In fact, almost everyone does,” she said. Obviously, asking wasn’t her idea.
In the old days, when permission was new, all you had to do was ask. Now, it seems, it’s not so easy.
What if she had said, “Hey, good for you. You just qualified for a $20 gift certificate. Want them to email it to you? You also get a list of special books six times a year…”
That’s a totally different offer, right? That’s an offer about me, not them. Something I can use right now. A definite promise of what I’m going to get (and not get) by email.","January 30, 2003","newsletter, permission marketing, customer engagement"
Always test first,"Reminded of a good lesson today. If you’re a Fast Company reader, you may have read my article in the latest issue:In Praise of the Purple Cow. For a limited time, the article offers a copy of my new book in exchange for postage and handling.
Anyway, people who signed up before the store was ready for orders got a message from Fast Company alerting them that they could finish their order now.
Problem was, the URL was wrong. Ouch!
Lesson? Don’t send a mailing to your whole list (even if you’ve got permission! especially if you’ve got permission!) without testing it on a dozen people first. And if you were one of the people who got the wrong link, my apologies to you on FC’s behalf.","January 28, 2003","testing, communication, marketing"
Been thinking about online dating,"No, not doing it. Just thinking about what it means. (jumping to conclusions can get you in big trouble, buddy).
In the last twenty-four hours, I’ve read about the big services launching huge ad campaigns, I’ve seen stickers on store windows and heard about people using services likeMatch.com. Must be a trend.
If you haven’t taken a look, it’s worth a glance. We’re talking about women with Harvard MBAs or residencies at major New York hospitals. Men who are running non-profits or training for the Olympics (at least they say they are).
What’s this all about? And why should we care?
Well, if we add to this phenomenon the huge growth of monster.com (and the death of the newspaper classifieds) its seems as if personal marketing is now officially important.
You market yourself to get a job (not wait to find a classified for a job you’re qualified for and actually want.) You market yourself to find a mate (not wait until someone finds you in a singles bar or adores your cute little dog in the park). What used to be the exclusive province of Coca Cola or Amway is now at the heart of just about everyone’s life.
Marketing, after all, is about putting a product out there and finding an audience for it.
So…
When you market yourself, are you boring? Invisible? Easy to pass up?
Just as companies have no choice but to depend on thePurple Cow, on remarkable products and on word of mouth, I think the lesson of all this personal advertising is NOT that you can advertise yourself to a happy home and job, but that it’s ultimately word of mouth that’s going to make it work. It’s word of mouth that points people to your singles page or word of mouth that forwards your resume to the right guy. The difference now is that this digital word of mouth (call it an ideavirus if you want) is aided by a personal web site with your religion and desires on it, or a hotjobs website with your Linux skills outlined.
Used to be we could count on the “marketing department” to take care of our company’s stuff. Of course, that’s not true anymore. The only way to make a Purple Cow is for everyone in the company to contribute. With online dating, the same is true.
It’s no longer good enough to be good enough. With 100,000 singles out there, and 10 million resumes, the only people getting what they want are the ones exceptional enough to stand out.","January 27, 2003","online dating, personal marketing, visibility"
Remarkable t-shirts?,"It’s just ink and cotton…
But these (some of them) are pretty clever. Who said all that’s left is commodity products?
Subversive shirts","January 23, 2003","t-shirts, clever, subversive"
Marketing plan for a marketing book,"Loyal readers will remember that I used permission marketing techniques to market my bookPermission Marketing. If you wrote to (it still works): free@permission.com, you get the first four chapters of the book for free. I ended up with an astonishing 150,000 plus requests, and it made the book successful.
WithUnleashing the Ideavirus, I decided to follow the advice in the book and give the book away for free. (it’s still free atwww.ideavirus.com). We ended up, by my estimate, spreading 2 million copies around the world that way. As that happened, the hardcover edition went to #5 on Amazon US, reaching #4 in Japan.
So, withMy new book, Purple Cowthe challenge was to create a plan that represented the ideas in the book itself. In a nutshell:Sell what people are buyingFocus on the early adopters and sneezersMake it remarkable enough for them to pay attentionMake it easy for them to spreadLet it work its own way to the mass market.
So, I started with a topic I knew a population was interested in–new marketing ideas. Books about change are important, but nobody gets excited about change they way they get excited about Jet Blue.
Working with my colleagues at Fast Company, we put an excerpt from the book on the cover of the February issue (In Praise of the Purple Cow). In that article, we mentioned that subscribers and readers could get a free copy of the book if they paid $5 for postage and handling (while supplies last, only in the USA, close cover before striking):Get a Free Copy of Purple Cow….
So far so good. More than 650 people signed up in the first 24 hours, and ALL the free books we allocated (about 5,000) will be gone soon after I write this.
The next step was to do something else remarkable and make it easy to spread the idea. So here goes: The book is NOT available on Amazon and NOT available for sale one at a time. The only way to buy one is to buy TWELVE! Visitthe Purple Cow web pageand you can see how you can buy a set. Obviously, the goal is to get you to share 11 with your colleagues, further spreading the word.
Did I mention that we ship the book in a real honest-to-goodness milk carton? We do.
So, pretty soon the 4,000 copies we allocated for this bulk offer will be gone.* Then what happens?
Well, my hope is that after seeding the sneezers, the book itself is remarkable enough and Purple enough that other people will want a copy. By then, my big-time New York publisher (who shall be revealed soon) will have books ready for every bookstore in the land.
This plan, which seems risky and chaotic, is exactly the sort of thing I’m recommending for most new products. Small risks, focused audiences, limited mass marketing. Not that risky. But if you’re used to the other way, yes, chaotic.
*if you do the math, you can see it was hardly risky at all. With 10,000 copies printed, the first print run is extremely unlikely to lose money, even at the extremely low retail pricing we’re using to get it started. You know what’s risky? What’s risky is telling you my plans in advance, because when they fail (and they do! often!) I look pretty dumb. But here I am, as a public service, marketing out loud.","January 21, 2003","Marketing plan, Purple Cow, permission marketing"
A Purple Cow I just stumbled upon,"I finally had four Jet Blue flights in a row, enough time to watch my copy of Memento. This movie cost about $5 million to make and was one of the most profitable movies of the year (last year… the year before?).
It succeeded because it was remarkable. The movie runs backward. There are websites around the world devoted to decoding it. And the official site (which couldn’t have cost $10,000 to make) is brilliant and only reinforces the puzzle.
Just as I sought out the movie (“people who bought Pi also bought Memento…”) and told you about it, thousands of others did the same–
That’s the point of the Purple Cow. Spend your money on reaching people who care, and who sneeze.
Start with the site and then see the film","January 17, 2003","Purple Cow, Memento, marketing"
My new book!,"I promise this isn’t the last time you’ll be hearing aboutPurple Cowfrom me, and I promise not to hype it or bore you… BUT… it’s a marketing book, it’s self-published, it’s a limited edition and you can’t buy just one copy at a time. I’m selling twelve-packs at the apurplecow site.  (my goal is for people to buy a bunch and share them–which is part of the point of the book.)
It’s at the printer now and we’re shipping in four weeks. You can find an excerpt in this month’s Fast Company magazine. And we’re about half sold out of the entire print run in two days. I hope you enjoy it.",,"Purple Cow, marketing book, self-published"
Gloo in Business Week,"This companyhas launched a protocol, not a product, and it’s amazing to see how quickly a few motivated/crazy people can turn a mere idea into a hot product. The guys at gloo labs may be onto something.","January 16, 2003","Gloo, protocol, innovation"
How cool is this?,"Check outglooLabs. This is a new invention/operating system/protocol/device inspired by something I invented one day in the shower.
In a nutshell, devices using the gloo technology are able to use a wifi wireless network to grab music (or other content) from your computer and play it through your stereo (or whatever).
So… in the short term, if you’ve got a bunch of music on your Mac, you can use a powerful remote control (just jazz? just Coltrane? just songs from last week?) and play it on your stereo. In the long run, because the protocol is open, developers will come up with ways to synch or program or who knows what.
I’m pretty excited that something I helped dream up is now a real live product, and I also believe that this is a major step forward for anybody who’s interested in how the digital home shapes up–smart devices using dumb networks and open systems.","January 8, 2003","glooLabs, music streaming, digital home"
"185,000 visits later, an ideavirus hits critical mass","Here’s an example of someone who’s got just about all of the ideavirus buttons in the right place. It’s spreading, and that’s no surprise.The Propaganda Remix Project!","February 12, 2003","ideavirus, critical mass, Propaganda Remix Project"
"So, how did a chocolate bar turn into a Purple Cow?","Scharffen Berger doesn’t have a chance. They’re tiny. They roast their own beans, create their own nibs, temper their own chocolate… all in a small factory near the San Francisco airport. In a world filled with Hershey bars, how could they possibly compete?
By being remarkable.
Scharffen Bergerisn’t for everyone. That’s the point. Chocolate for everyone has already been done. Hershey can’t grow any more. Their new ad campaign isn’t worth a fraction of what they’re spending. Either you seek out Hershey or it’s invisible.
Scharffen Berger, on the other hand, appeals to people who wouldn’t bother with a Hershey Bar. Chocolate fanatics. And chocolate fanatics are always seeking, always searching for something better. And when they find it, they tell their friends.
So, without spending a nickel on advertising, Scharffen Berger is now one of the fastest-growing brands of chocolate in the world. It’s amazing, a symphony for your tongue. You’ll take a taste, realize that you may remember that taste all your life, and then, if you’re like most people with a chocolate otaku, will tell your friends","February 3, 2003","Scharffen Berger, remarkable chocolate, chocolate fanatics"
Are you remarkable enough to be in my new eBook?,"Purple Cow, which is due out on May 8th, is all about being remarkable. About creating a product, a service or an organization that’s so amazing that people tell each other about it. Simultaneous with publication of the hardcover, I’m going to release an ebook called “99 Purple Cows”. The idea is simple: 99 people, products, services or organizations that are remarkable, each with a short profile.
The goal is that readers will find inspiration in the examples (and that those featured will get the recognition they deserve.) The ebook will cost $9.99 (no surprise) with all proceeds going to roomtoread.org. If you’re featured in the ebook, you can have digital copies for free to distribute to friends and colleagues.
Nominate yourself! Nominate someone else. Click here for theNOMINATION FORM.Please note that your nomination should include plenty of facts and figures and links… don’t worry about your writing style, I’ll handle that.","March 29, 2003","eBook, remarkable, nominations"
I’m probably not supposed to tell you about this,"A friend told me aboutBzzAgent, a company that’ s putting a lot of Ideavirus thinking to work. They are trying to build a sustainable, leveraged way of igniting buzz networks. The goal is to help organizations launch great products (Purple Cows) by bringing them directly to the sneezers who can spread the word.
I just hired them to bzz the Purple Cow. Dave, who runs the place, tells me that they’re always looking for qualified agents (and qualified clients, natch).
I’ll update you as it goes, but in keeping with my plan to talk about the marketing before we do it, there you go.","March 28, 2003","BzzAgent, Ideavirus, Purple Cow"
Madonna decides she likes file sharing,"Not that her opinion matters a whole lot, but as a loud critic of Napster, it’s interesting to see her (or her minions) now understanding that ideas that spread, win.Madonna grooves with MP3 release | CNET News.com","March 26, 2003","Madonna, file sharing, MP3"
"No, it’s not April Fools day yet","But this article from the New York Times comes close.The Sound of Things to Come. I don’t know about you, but I want one.","March 24, 2003","New York Times, Sound of Things to Come, April Fools"
Have you ever changed your mind online?,"Have you ever read anything online that made you change your mind about something? An essay, a manifesto, an argument that was so cogent, well-delivered and persuasive that you not only switched positions but also took the time to tell someone else about it?
If you did, I’d like to hear about it.Send me a link.I’m looking for the best online manifestos–sort of a top ten list of persuasion.
Thanks.","March 23, 2003","online manifestos, change of mind, persuasion"
Pay you a nickel?,"A quick look at Amazon (Purple Cow, for example) shows an interesting gimmick. Answer a question about Amazon’s selection and you get a nickel paid to you.
What I like about this (other than the interesting use of Permission Marketing) is that they’re opening a fascinating door here. The goal, it seems to me, is not to teach you how many gameboy games they have (350) but to start an entire dialogue with you. Once they start giving you nickels, then they can have a dialogue about how to SPEND those nickels as well.
The other thing I like is how beautifully the UI works. It’s a click or two. That’s it. Beautiful.",,"Amazon, Permission Marketing, User Interface"
Upstairs is for thinking…,"And downstairs is for dancing. And we need more of both, don’t you think? Today, we welcome Elly Markson, dear friend, pundit and guru, to this humble blog. Did you dance at work today? Were you tempted?
One of the coolest things that can happen is when our work makes us want to dance. Thanks for pointing that out, El.","March 21, 2003","Thinking, Dancing, Work"
Sometimes the elevator doesn’t go all the way to the top,"Readers of the Purple Cow will remember that I talked about an amazing elevator innovation that is dramatically more efficient because it has you enter your floor into a console in the lobby, not into the elevator itself.
Well, I learned two things today. First, the elevator is cooler than I thought. It doesn’t even HAVE buttons inside the cab (which is obvious, but I never thought it through.) It increases speed to destination by 30% (less time to watch commercials or stare at your feet) and it can be retrofitted into existing buildings.
The other thing I learned is that I got the name of the manufacturer wrong! (My trusted source had a mental glitch, apparently. The elevator in question is made by Schindler Elevator and you can read all about ithere.If you’re in the market for an elevator, feel free to check it out. Sorry for the error.","March 20, 2003","elevator innovation, efficiency, Schindler Elevator"
Another cow auction,"They’re poorly publicized, but here’s the latest chance to buy yourself a large cow (not purple, but remarkable).CowParade Auction.",,"cow auction, CowParade, buy large cow"
More cool mail,"Yesterday’s mail brought a package from Bob Gonze atGlassworks WV. A small shop in West Virginia, he’s recreating the art of carving images into colored glass bowls and such. My lousy photography doesn’t do this jar justice. Bob’s idea is that you could use it as a Purple Cow suggestion box. Neat. If you’re interested, contact Bob directly via his site.
","March 19, 2003","glass art, Bob Gonze, Purple Cow suggestion box"
Less than 20 minutes,"That’s how long it took for Brian Peddle to respond to my query about paper airplanes. Impressive.
The link he found:Paper Airplane History Pageisn’t definitive about whether the plane pre-dates the Wright Brothers, but it’s pretty clear from all the data that it does. I’m happy to consider this case closed. Thanks.
PS Five minutes later, we find this link:Cecil Adams on paper airplanes. While I don’t adore Cecil as I used to, he’s in violent agreement with me. Brian has once again come through.","March 19, 2003","paper airplanes, Wright Brothers, Brian Peddle"
Udderly breathtaking,"Just got this picture in my email box.That’s Charles Gerardi, VP Advertising at a major florida newspaper. He’s standing with his brand new Purple Cow. Here’s his story:
“Coming off of a very difficult year 2001 in our business (newspaper advertising sales), we needed a “rallying cry” to get focused on turning things around in 2002…and your theory of the “Positive Feedback Loop” (Survival Is Not Enough) was just the catalyst. By channeling our energies into positive recognition, we were able to get off to a fast start, making our revenue budget in January (for the first time in many months).
As the achievement momentum built throughout the year, we’d soon adopted Zooming! as our theme for the year. I began getting e-mails from many on my staff telling me about how they were zooming. (By April, we’d even had t-shirts made for everyone with “Zoom!, Zoom!, Zoom!” down the sleeve). When it was all said and done, we’d made our revenue goal in each of the 12 months of the year, and set an all-time performance record for the company. And people were loving their work!
Now for 2003, our focus had to be very different– doing the little things right so that we remained efficient and operationally sound. But this isn’t very glamorous stuff…this is doing the basics, the fundamentals well so that our foundation stayed strong. This time, we went in search of Purple Cows…the remarkable performances from amongst the herd of mundane tasks we do every day.
Well, that’s caught on too…Purple Cows are appearing everywhere…everyone is talking about them, looking for them, celebrating them.
And the excitement really took off yesterday when our new mascot– !Mooz– arrived at our offices…painted purple, of course. Found it on Ebay. Now !Mooz (Zoom! backwards… get it?) travels from department to department each day, inspiring the team to stay focused on doing the little things right to keep us on track. People have even started adding their own personal touches to her…it’s quickly becoming our roving graffiti board for good works.”
Wow. That sure made my day. Thanks, Charles… my guess is that you just drove the price of fiberglass cows on eBay way up!",,"Purple Cow, Motivation, Positive Feedback Loop"
A correction and a question,"In my new book, I use the Japanese word “otaku” to describe a special kind of obsession. Alas, my source for this was overeager and mistranslated otaku. It turns out that otaku means, “a person with an obsession.” Sort of like a geek. Forgive me please.
As for my question, my google research can’t find the answer, so maybe you can: Were there paper airplanes before the Wright Brothers? Do we know who invented them?",,"otaku, obsession, paper airplanes"
"No, she’s not a maniac.","So the big news today is that yet another A list musician has realized that the record industry is broken and that record labels are not a smart move for motivated, popular artists with a following. VisitNatalieMerchant.comand you can sign up for more info about her new album.
By producing music SHE wants to make, and selling it directly to people who want to be sold to, Merchant changes her life for the better. Even though she’s wasting tens of thousands of dollars on needless packaging, she’ll still break even in a few days of selling her CD online.
If she’s smart, she’ll build a permission asset and use it to create a group she can sell albums to whenever she’s ready to–not when the label says its time. Natalie, if you’re reading this, drop me a line. I can share what I’ve discovered over the last few projects!
More and more, industries where scale mattered are finding the opposite is true. More and more, people who are Purple Cows are discovering that they can write their own ticket and get what they want AND what they need.","March 15, 2003","Natalie Merchant, music industry, direct sales"
New on the Purple Cow Website!,"Red’s supposed to be on vacation, but if you visitApurplecow.comyou’ll find we put the banana on the home page (I hate writing about web design, because then people yell at me if I don’t follow my own advice.) The real win is to click on #3… two bonus chapters, free. I guess that’s the sirloin part of the cow…
Have fun.","March 14, 2003","Purple Cow, website update, bonus chapters"
You can come to my workshop for free,"If you want to come to the new Purple Cow workshop and not pay for it, visitapurplecow.comand click on FREE STUFF for details. (hint: if you find a broken email address on the free stuff page, we’re fixing it. Sorry.)","March 12, 2003","Purple Cow, workshop, free"
Announcing the Purple Cow workshop,"Longtime readers will remember that I don’t do consulting. As flattering as it is to believe that a successful organization might actually want my advice about their problems, I’m really hesitant to take this sort of commitment on. Why? Because I figure if I charge someone to solve their problems, I better be confident that I can. And in my experience, a consultant rarely solves your problems—you do. So I’m much happier teaching people to fish.
That said, it’s clear that there’s a lot of excitement about the Purple Cow concept and many people want the energy and insight they can get from brainstorming in person. So, here’s the first in what will become a series of semi-public Purple Cow training and brainstorming sessions.
WHAT YOU GET: 6 hours of intensive brain workout. The first two hours are me, laying the groundwork. The next 4 hours are you (and the other attendees) sharing their specific problems and challenges. As a group, we’ll figure out a thousand PC-approved ways of being remarkable, not invisible.
THE GUARANTEE: I’ve run sessions in my office before on other topics, and I can happily tell you that no one has ever taken me up on the following: If you don’t think you got ideas and insights that were worth way more than you paid to come, it’s free. I’ll give you back all your tuition.
HOW MUCH? $800 per person. Second person in your organization comes for $400, unless it’s your boss—she pays $300.
LUNCH? On me.
WHERE? In my funky office at 145 Palisade St, Dobbs Ferry, NY, 12 miles north of New York City. You can get here on the train from Grand Central in about 40 minutes.
WHEN? Thursday, May 8th. Starts at 10 sharp. Finished by 4, but you can hang for another half hour or so if you want to chat.
HOW TO SIGN UP? This is a very informal process, because space is so limited. Drop me an email at seth@sethgodin.com. Make sure you put the word YOGURT in the subject line. Why yogurt? Well, it’s milk from a cow, with some culture added, then you shake it up and the thing you end up with is better than what you started with. Sort of.",,"Purple Cow, workshop, brainstorming"
I’ve been on the wagon for a long time,"But this particular website has driven me to re-enter the fray over bad web design.Clark’s Registeris a hip clothing store (too hip for me, I was looking for a gift) and somewhere along the way, they decided that the checkout and navigation needed to be part of the overall hipness of the store.
Buttons that don’t click, type that’s hard to read, unnecessary steps, needlessly nested hierarchies and brand new interface conventions–all in one site, for your shopping convenience.
Sigh.","March 10, 2003","web design, usability, frustration"
Free bonus chapter of my new book,"Just for loyal readers. Go toapurplecow.comand click on #3, the (I’m guessing here) sirloin steak area. My plan is to write a bunch of new chapters as we go–sort of an evergrowing tome. New chapters will probably just go to people who buy the book.",,"bonus chapter, loyal readers, new book"
Today’s top story,"Purple Cow deli & grocery closes its doors. Sad, but  not really a surprise. When they opened, they were remarkable. Then they became invisible. And finally, with plenty of remarkable alternatives, they became irrelevant.","March 9, 2003","Purple Cow, closure, relevance"
Twinkie cake!,"Well, it doesn’t have any Twinkies in it, it uses chocolate cake mix and frosting from a can, but we can be glad that no cows were injured in the creation of this recipe.Twinkie Cake Recipe from The Honorable William J. Janklow, Governor  of the State of South Dakota.
I don’t make this stuff up. I’m not smart enough.","March 7, 2003","Twinkie cake, chocolate cake mix, frosting"
I took a lot of flak about my story about NOBS…,"AFast Company pieceabout why an MBA is a waste of time (hint: the article was a satire, but, like all satire, I sort of agreed with it.)
Here’s a more serious take on the same issue:National Post Business Magazine",,"NOBS, MBA, satire"
A blockbuster in the making,"For a few months, my friend Scott has been telling me aboutMeetup.Well, I checked out the site and I think it’s worth a look.
200,000 people have signed up for this free service. In a nutshell, they coordinate monthly meetings on specialized topics (in person, in cafes) in 500+ cities a month.
So, for example, it turns out that there are more than 12,000 witches signed up, folks who like to meet and talk about witchcraft and stuff. The nearest meeting to my house is at Gloria Jean’s coffee in White Plains on Tuesday at 7.
Who knows. Maybe they’ll establish a worldwide network of Purple Cow readers soon. After all, this seems like the definition of early adopter sneezers to me.",,"Meetup, community, witchcraft"
Hear me live.,"Well, sort of live. It’s a live webcast.Genesys.com | Seth Godin sign-upwill take you there.
It’s Wednesday, May 21 at 12 pm EST. It’s on behalf of Genesys, a conferencing company.","April 30, 2003","live webcast, Seth Godin, Genesys"
It’s a beautiful night in DC,"I’m giving a speech tomorrow morning, and I’m sitting outside at Saigon Cafe, enjoying shrimp bun on the patio [no, this hasn’t turned into one of those boring travelogue blogs]. Just for fun, I opened my laptop, and there, on the patio, in a strange town (strange to me, anyway) is a wireless hotspot. For $1, I’m online.
Internet, all the time, everywhere. It’s here, folks.
Now, what do we do with it?",,"Internet, DC, speech"
Overlooked in the hoopla,"I’m busy checking out Apple’s new iTunes software (it lets you buy tracks for 99 cents–a great UI, but the pricing is a little onerous. I wonder what would happen if it was $20 a month for unlimited music?). Anyway, the hidden jewel is how good internet radio is getting.
iTunes lists more than a hundred stations (including Athiest radio and more than a dozen ambient stations) and they’re all free, all interesting and all the time.","April 29, 2003","iTunes, internet radio, music streaming"
One Week Left to Nominate,"I have ten spots left in my new eBook, 99 Cows, which will be done on May 8.
If you, your service, your organization, your company or someone you know is truly remarkable (a real Purple Cow) then go ahead and use thisNOMINATION FORMto let me know. Fame, fortune and fun, or best two out of three.
Thanks.","April 28, 2003","Nominate, eBook, Purple Cow"
Spam spam spam (part 1),"Executives at AOL, MSN and Yahoo! were obviously reading my blog several months ago about the easiest way to put an end to spam. They announced today a plan to work together to create a whitelist of permission marketers (and, one assumes, that leads to a blacklist of everyone else).
Missing from this equation is the key part, imho—friction. I think we need to charge something (just a penny is enough) to make it expensive to send huge amounts of email where the expected return is quite low.",,"spam, whitelist, email"
Spam spam spam (part 2),"My favorite hometown senator, Chuck Schumer, today announced a bill legislating a “do not spam” list. While it has some hallmarks of typical top-heavy federal legislation (he wants $75 million, you and I could do it for less than a million), it’s a good step in the right direction. However, without a mechanical way to enforce people from sending anonymous mail, it’s not going to matter at all. That’s why I believe that charging a tiny fee to send mail is the best way to ensure that people are who they say they are.",,"do not spam list, Chuck Schumer, mail regulation"
Spam spam spam (part 3),"Got quite the phone call today. If you run a business, you probably know that there’s money in compiling Dun and Bradstreet-type directories. These are exhaustive listings of companies, contact info and accounting data, for sale to all manner of marketers. In order to make the listings work, the companies have to keep them up to date.
The state of the art is to phonespam CEOs of small businesses and ask them a bunch of personal questions. The end result is a (not surprisingly) small response rate.
Today, they resorted to trickery.
The caller informed me that they were a package delivery company and they had a shipment for us, delivered tomorrow. They wanted to confirm the address and such. They asked, “Are you at 145 Palisade Street?” I went along, because of course I wanted my package.
It was only at question 4, “Have your annual sales increased since last year?” that I realized I was being scammed. I started asking questions, hoping to give you a better profile, but she hung up.
I’ll say it again: Tricking people is not a long-term business strategy.",,"phone spam, business directory, scamming"
Spam spam spam (part 4),"I got a spam fax today. That means I’m about to get 100 more (because once it’s in a database somewhere, the cost of duplicating it is zero). Who cares that it’s against the law. The physics of the business model mean it’s going to spread.
Is there a cure for selfishness?",,"spam, fax, selfishness"
Now we’re talking complicated!,"Epicurious is a compendium of recipes from Gourmet and Bon Appetit magazines. A nice feature is their “most popular recipes.” Here’s a way to see what the world is cooking.
And yes, that’s right, in spot #11 is, “Salted Water for Boiling.” Now, they don’t have a recipe for actually boiling the water, but they do tell you how much salt to use.
It was beat by Turkey Meatloaf, but just by a hair.
No galactic lesson to be learned here, just bad programming or stupid surfers. Or both.","April 17, 2003","Epicurious, recipes, cooking"
Less than $13!,"Hardball negotiations have led to an amazing price on the new Purple Cow book. If you buy more than 10 at a time, Barnes & Noble will sell them to you for about $12.97. No idea for how long, butclick hereand happy reading. It ships on May 12. Moo.","April 12, 2003","Purple Cow, discount, Barnes & Noble"
Today is Astroboy’s Birthday!,"If you speak Japanese, you can clickhere.and check it out.
Astroboy represents hope, achievement, initiative and wonder–that and hours spent watching channel 29 every afternoon for years and years. Happy birthday!","April 7, 2003","Astroboy, birthday, Japanese"
Blurbs and Cows,"Little known fact: The guy who wrote the famous Purple Cow poem also invented the wordBlurb. Even better is this little bit of reader mail.
“I have an IDEA!  Whether it’s worth anything is up to you.  I read your book “Purple Cow” and loved it!  I had also previously read the “Tipping Point” by Malcom Gladwell and thinking of these two books is where I came up with a “possible” title for your next book.  I was glad to see a link to Gladwell’s website on your “IdeaVirus” site  leading me to think there may be some point of collaberation between the two of you.  I think you should call  your next book “Tipping the Purple Cow”, subtitle…”Going Beyond the Pail”.  I’m hoping you know what cow tipping is… it’s an actual pastime of bored people in Wisconsin!  This is not a joke…I think it would be a great title for a follow-up book to your “Purple Cow”.  Let me know  what you think of this idea when you have a chance.
PS we just hit #8 on the NY Times bestseller list.","May 29, 2003","Purple Cow, Blurb, Tipping Point"
Live and in person,"I’ve been hired to do a few seminars with a company called Corp Net. You can find details on dates around the UShere.
Also, don’t forget the seminar in my office, June 24.Purple Cow: Workshops","May 28, 2003","Seminars, Workshops, Corp Net"
The problem with “self-regulation”,"Is that it’s usually “no regulation.”
I was at the local Modell’s sporting goods store this morning, killing time before an appointment by buying some socks. As I was checking out, I saw a display of liquid-filled rubber yoyo balls on the counter.
I’m intimately familiar with the toy, since they were all the rage at the local school, then summarily banned.NEWS.com.au  | Yo-yo ball banned (May 21, 2003). The ball has been banned in countries around the world, because it’s just plain dumb.
I said to the clerk, “Did you know that this toy has been banned and it’s very dangerous? You shouldn’t sell it.” She shrugged and called over the manager. The manager said (I’m not making this up), “Oh, I’ve heard they’re dangerous, but I haven’t received a recall letter.” I pointed out that he could very easily put them below the counter until the letter got there. “Nope,” he said, “I have to keep selling them.”
An hour later, I got yet another spam (I get a lot, what a surprise). It consisted of a link, together with the line, “This is a legal adv, if you got it by mistake, please email back.” (aside: never email back, because you get put on the list of suckers who read and respond to spam–then they can sell your name for more). Anyway, “Luella Crawford” knows that what she’s doing isn’t RIGHT. She knows she should self-regulate. But she doesn’t. She doesn’t because it’s more important to her to make $1 than to save millions of people from having to invest five seconds each on the delete key.
In both cases, these law-abiding citizens would probably stop if they were required to.
If it’s important, the community should say, “stop it.” Relying on the conscience of strangers is a long shot, imho.","May 27, 2003","self-regulation, consumer safety, corporate responsibility"
Does a simple form matter?,"I’m going to a conference in July atThe St. Regis –In order to get a room in the hotel, I’ve got to fill out and fax back a form.
The form is on blue paper (?), it has lots of capital letters. It has tiny little lines for including my information, it doesn’t include a phone number, an email address or a way to register online. It’s also a little cheesy looking.
The reason this matters is that harried consumers of all stripes (especially business to business consumers) have nothing left but tiny cues to decide if something is good or not. A piece of email might be great, or it might be spam… and it’s just a few spurious characters in the subject line that set them apart. A hotel might be truly wonderful, or it might just have a really nice facade and website. A telemarketer might truly be raising money for a legitimate charity, or she might be keeping 90 cents on the dollar.
In a world filled with fraud, the little cues are suddenly the most important ones. Design matters a lot. Design, amazingly, is pretty cheap. For $100, this form could have been amazing. It would have cost them perhaps a penny a reservation over the next year, and it would have communicated an awful lot about the hotel.",,"Form design, consumer trust, hotel registration"
